,team_win,gameDuration,total__stats_kills,total__stats_deaths,total__stats_assists,total__stats_largestKillingSpree,total__stats_largestMultiKill,total__stats_killingSprees,total__stats_longestTimeSpentLiving,total__stats_doubleKills,total__stats_tripleKills,total__stats_quadraKills,total__stats_pentaKills,total__stats_totalDamageDealt,total__stats_magicDamageDealt,total__stats_physicalDamageDealt,total__stats_trueDamageDealt,total__stats_largestCriticalStrike,total__stats_totalDamageDealtToChampions,total__stats_magicDamageDealtToChampions,total__stats_physicalDamageDealtToChampions,total__stats_trueDamageDealtToChampions,total__stats_totalHeal,total__stats_totalUnitsHealed,total__stats_damageSelfMitigated,total__stats_damageDealtToObjectives,total__stats_visionScore,total__stats_timeCCingOthers,total__stats_totalDamageTaken,total__stats_magicalDamageTaken,total__stats_physicalDamageTaken,total__stats_trueDamageTaken,total__stats_goldEarned,total__stats_goldSpent,total__stats_inhibitorKills,total__stats_totalMinionsKilled,total__stats_neutralMinionsKilled,total__stats_neutralMinionsKilledTeamJungle,total__stats_neutralMinionsKilledEnemyJungle,total__stats_totalTimeCrowdControlDealt,total__stats_champLevel,total__stats_visionWardsBoughtInGame,total__stats_wardsPlaced,total__stats_wardsKilled,teams_firstBlood,teams_firstTower,teams_firstInhibitor,teams_firstBaron,teams_firstDragon,teams_firstRiftHerald,teams_towerKills,teams_inhibitorKills,teams_baronKills,teams_dragonKills
724,1,1313,17,10,16,12,4,4,2601,2,0,0,0,424759,185603,219662,19490,390,41975,21816,18630,1526,17777,7,29784,35113,106,66,50179,15268,33945,962,42242,36343,0,569,134,85,18,1305,64,12,42,15,1,1,0,1,0,0,0,1,2,0
725,0,1313,10,17,11,6,4,2,2459,0,0,0,0,362937,149933,186375,26624,328,28322,12030,15325,963,16094,5,37551,19392,89,55,66064,23293,41242,1525,35160,31660,0,495,124,89,2,443,57,12,36,14,0,0,0,0,1,1,0,0,1,1
726,1,1541,29,17,46,18,8,5,2560,4,1,0,0,532590,155416,340442,36728,463,68446,27073,35952,5416,30917,6,82149,59488,151,98,92294,26420,63259,2609,52737,45808,1,600,139,100,4,668,71,24,65,22,1,0,1,1,1,0,1,1,2,0
727,0,1541,17,29,21,9,6,5,3277,1,0,0,0,439512,137330,275026,27151,474,60981,23336,35030,2611,24608,10,59346,34118,117,86,95737,29179,61137,5416,45088,40900,0,522,163,96,24,439,62,12,45,18,0,1,0,0,0,1,0,0,1,2
728,1,1236,25,14,29,13,8,6,2723,2,1,0,0,328824,129678,178256,20888,541,50593,17681,32258,651,21913,8,41807,41520,85,64,68075,5309,60332,2429,40091,37985,0,446,109,78,0,669,57,12,42,7,1,1,0,0,1,1,0,0,2,2
729,0,1236,14,25,20,7,6,4,2146,1,0,0,0,294719,29111,248155,17449,551,46917,3868,40615,2429,20521,9,46466,13916,82,47,69089,18657,49777,651,34626,33233,0,429,95,72,3,220,53,10,34,10,0,0,0,0,0,0,0,0,1,0
730,1,2131,30,26,50,9,8,7,3710,7,2,0,0,799903,297173,437879,64847,1464,111483,42763,53211,15505,95125,25,120286,74835,175,152,150169,55834,79083,15249,68133,57343,1,753,205,137,13,1072,81,12,58,30,0,1,0,1,1,1,1,1,2,2
731,0,2131,26,30,52,15,8,7,3910,3,1,0,0,683598,262326,346132,75136,452,110476,53872,41351,15249,48497,8,97636,32217,194,118,150470,46030,88576,15857,64087,60650,1,686,209,165,4,1199,77,24,78,25,1,0,1,0,0,0,1,0,2,0
732,1,2012,33,23,59,14,7,9,3607,5,0,0,0,799397,135293,636875,27225,1142,110170,35145,71460,3561,45800,11,132455,63831,209,144,134257,37331,89874,7048,64317,57750,1,715,242,143,32,2203,79,16,82,25,1,1,1,0,1,1,1,0,4,1
733,0,2012,23,33,32,11,7,3,4296,4,0,0,0,651395,175171,418349,57870,1072,96729,35127,54550,7049,44500,12,124509,59098,155,115,141949,38594,99669,3680,57796,54900,0,621,158,120,4,818,76,19,62,21,0,0,0,1,0,0,0,2,1,0
734,1,1576,46,21,47,17,8,12,2439,5,0,0,0,547565,195441,310698,41422,1979,98671,56861,35840,5966,31128,16,71697,60268,107,128,90272,26788,61428,2050,56621,52110,2,457,216,112,50,1513,71,15,50,8,0,1,1,0,1,1,2,0,3,2
735,0,1576,21,47,26,10,5,4,2143,0,0,0,0,388524,96907,271421,20191,1200,64269,25186,37028,2049,20197,7,73521,16026,92,180,122563,58521,58072,5965,44027,42130,0,465,67,51,0,1695,61,13,37,14,1,0,0,0,0,0,0,0,0,0
736,1,1559,35,20,51,16,8,7,2879,2,1,0,0,660586,258101,368917,33561,1779,90112,38048,46267,5791,45411,11,89870,89094,128,125,109159,50613,54679,3866,57139,46240,1,585,187,87,34,1173,74,11,54,12,0,1,1,1,1,1,1,1,4,1
737,0,1559,20,35,32,7,6,4,2374,1,0,0,0,417130,211570,175774,29782,350,72694,48227,21598,2866,19605,11,71251,17011,98,82,107967,38902,63271,5789,44346,42750,0,545,88,69,4,730,62,11,40,15,1,0,0,0,0,0,0,0,0,1
738,1,1892,40,29,68,18,8,9,3566,7,0,0,0,719650,240984,433676,44986,2059,102023,41242,55684,5093,43718,10,90049,76763,184,144,128527,27168,91161,10193,69091,64825,4,631,234,127,45,876,81,16,61,28,0,1,1,1,0,1,4,2,1,1
