,team_win,gameDuration,avg__stats_kills,avg__stats_deaths,avg__stats_assists,avg__stats_largestKillingSpree,avg__stats_largestMultiKill,avg__stats_killingSprees,avg__stats_longestTimeSpentLiving,avg__stats_doubleKills,avg__stats_tripleKills,avg__stats_quadraKills,avg__stats_pentaKills,avg__stats_totalDamageDealt,avg__stats_magicDamageDealt,avg__stats_physicalDamageDealt,avg__stats_trueDamageDealt,avg__stats_largestCriticalStrike,avg__stats_totalDamageDealtToChampions,avg__stats_magicDamageDealtToChampions,avg__stats_physicalDamageDealtToChampions,avg__stats_trueDamageDealtToChampions,avg__stats_totalHeal,avg__stats_totalUnitsHealed,avg__stats_damageSelfMitigated,avg__stats_damageDealtToObjectives,avg__stats_visionScore,avg__stats_timeCCingOthers,avg__stats_totalDamageTaken,avg__stats_magicalDamageTaken,avg__stats_physicalDamageTaken,avg__stats_trueDamageTaken,avg__stats_goldEarned,avg__stats_goldSpent,avg__stats_inhibitorKills,avg__stats_totalMinionsKilled,avg__stats_neutralMinionsKilled,avg__stats_neutralMinionsKilledTeamJungle,avg__stats_neutralMinionsKilledEnemyJungle,avg__stats_totalTimeCrowdControlDealt,avg__stats_champLevel,avg__stats_visionWardsBoughtInGame,avg__stats_wardsPlaced,avg__stats_wardsKilled,teams_firstBlood,teams_firstTower,teams_firstInhibitor,teams_firstBaron,teams_firstDragon,teams_firstRiftHerald,teams_towerKills,teams_inhibitorKills,teams_baronKills,teams_dragonKills
1436,1,2606,9.4,8.6,14.6,3.2,1.8,2.6,677.0,1.8,0.2,0.0,0.0,159402.0,22662.2,121248.8,15490.2,251.4,31140.4,5997.0,20834.8,4307.2,8781.2,2.4,25063.4,16442.8,37.2,26.0,32506.4,11178.8,19398.2,1928.6,15496.6,14421.0,0.4,112.4,45.4,28.2,2.6,217.6,17.6,1.4,15.4,2.4,0,0,1,1,0,1,2,2,3,2
1437,0,2606,8.6,9.4,13.4,4.2,1.8,1.4,695.8,1.0,0.4,0.2,0.0,152559.0,36473.8,106609.4,9475.4,290.4,27344.0,10597.0,14817.4,1929.0,7678.4,1.4,45547.4,9991.4,36.8,39.4,40308.0,7002.2,28599.8,4704.8,14287.0,13665.0,0.0,128.0,36.0,25.8,2.6,207.0,16.6,1.0,14.6,4.0,1,1,0,0,1,0,0,0,4,0
1438,1,1303,4.0,2.4,5.4,2.0,1.2,1.2,431.8,0.2,0.0,0.0,0.0,56305.8,4588.8,46190.6,5526.0,68.2,8683.0,1367.6,6946.8,368.4,3445.2,1.0,7372.6,5721.4,11.0,17.6,11440.4,3236.6,7918.6,284.8,7013.6,6210.0,0.0,63.4,18.4,10.2,2.4,131.4,10.4,0.4,6.4,0.2,1,1,0,0,1,1,0,0,1,1
1439,0,1303,2.4,4.0,5.0,1.0,1.0,0.6,514.2,0.2,0.0,0.0,0.0,53805.2,9952.6,34926.2,8926.2,362.4,8217.0,3070.0,4861.6,284.8,3379.0,1.2,9789.2,3924.0,8.8,17.2,12734.4,1623.4,10742.0,368.4,6289.8,5835.0,0.0,70.0,12.6,9.8,0.0,73.8,10.2,0.0,5.4,0.0,0,0,0,0,0,0,0,0,1,1
1440,1,829,12.2,0.8,15.6,9.2,3.0,1.6,461.2,2.2,0.6,0.4,0.2,40661.2,15083.4,23112.2,2465.0,32.4,13165.2,4738.0,8208.6,217.8,2792.2,1.8,5168.0,5236.0,1.2,20.6,7141.6,1108.0,5833.4,200.0,8181.8,4590.0,0.2,35.2,6.4,1.6,1.6,99.8,9.6,0.0,0.4,0.0,1,1,1,0,1,0,1,0,1,0
1441,0,829,0.6,12.2,1.0,0.0,0.6,0.0,309.8,0.0,0.0,0.0,0.0,7450.2,2939.0,3467.8,1043.0,0.0,2518.6,1107.4,1410.6,0.0,102.0,0.8,5692.6,362.8,0.0,2.0,14171.2,4738.2,9215.0,217.6,2811.4,200.0,0.0,9.4,0.0,0.0,0.0,6.2,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1442,1,1722,7.4,5.8,9.8,3.6,1.6,1.6,504.0,0.6,0.0,0.0,0.0,93854.8,40359.2,46576.4,6919.0,0.0,18618.8,9918.2,7441.0,1259.6,4330.2,1.4,11595.4,6409.0,24.6,20.0,18663.4,4335.4,13312.0,1015.4,10577.2,9601.6,0.2,101.6,18.2,12.2,1.4,100.6,14.2,2.0,12.4,1.8,1,0,1,0,0,0,1,0,1,0
1443,0,1722,5.8,7.4,3.4,2.2,1.2,1.4,434.2,0.2,0.0,0.0,0.0,94744.2,16233.6,68409.8,10099.8,180.8,14135.8,3972.2,9147.4,1015.6,5762.8,2.8,21260.0,8181.2,17.2,16.4,23645.0,10095.6,12289.4,1259.0,9664.2,9480.0,0.0,95.8,24.8,15.8,1.8,84.6,13.0,1.2,8.8,1.0,0,1,0,0,1,1,0,0,3,2
1444,1,1901,9.2,5.6,12.2,5.0,1.8,1.6,658.2,1.0,0.2,0.2,0.0,114581.4,64517.2,43111.4,6952.0,131.6,21298.6,13068.4,7260.0,969.8,3319.0,1.4,21294.8,9164.2,13.6,18.0,19802.4,3002.8,15568.2,1231.0,12007.4,10915.0,0.2,106.0,31.2,22.6,1.6,265.8,15.0,1.2,5.6,1.8,1,1,1,0,0,1,2,0,2,1
1445,0,1901,5.6,9.2,5.0,1.2,1.2,1.4,612.4,0.2,0.2,0.0,0.0,84858.4,13558.8,64984.4,6314.6,78.6,13862.8,2781.4,9849.6,1231.2,4480.2,1.4,17525.0,4789.6,18.0,22.2,27275.2,13262.4,13042.2,969.4,10189.2,9991.6,0.0,96.4,16.8,11.8,0.8,235.0,13.6,1.8,8.8,1.0,0,0,0,0,1,0,0,0,2,0
