,team_win,gameDuration,avg__stats_kills,avg__stats_deaths,avg__stats_assists,avg__stats_largestKillingSpree,avg__stats_largestMultiKill,avg__stats_killingSprees,avg__stats_longestTimeSpentLiving,avg__stats_doubleKills,avg__stats_tripleKills,avg__stats_quadraKills,avg__stats_pentaKills,avg__stats_totalDamageDealt,avg__stats_magicDamageDealt,avg__stats_physicalDamageDealt,avg__stats_trueDamageDealt,avg__stats_largestCriticalStrike,avg__stats_totalDamageDealtToChampions,avg__stats_magicDamageDealtToChampions,avg__stats_physicalDamageDealtToChampions,avg__stats_trueDamageDealtToChampions,avg__stats_totalHeal,avg__stats_totalUnitsHealed,avg__stats_damageSelfMitigated,avg__stats_damageDealtToObjectives,avg__stats_visionScore,avg__stats_timeCCingOthers,avg__stats_totalDamageTaken,avg__stats_magicalDamageTaken,avg__stats_physicalDamageTaken,avg__stats_trueDamageTaken,avg__stats_goldEarned,avg__stats_goldSpent,avg__stats_inhibitorKills,avg__stats_totalMinionsKilled,avg__stats_neutralMinionsKilled,avg__stats_neutralMinionsKilledTeamJungle,avg__stats_neutralMinionsKilledEnemyJungle,avg__stats_totalTimeCrowdControlDealt,avg__stats_champLevel,avg__stats_visionWardsBoughtInGame,avg__stats_wardsPlaced,avg__stats_wardsKilled,teams_firstBlood,teams_firstTower,teams_firstInhibitor,teams_firstBaron,teams_firstDragon,teams_firstRiftHerald,teams_towerKills,teams_inhibitorKills,teams_baronKills,teams_dragonKills
318,1,2058,7.0,6.8,13.6,2.2,1.6,1.8,602.4,0.4,0.2,0.0,0.0,149991.4,64236.4,77253.2,8501.0,44.4,24799.8,11614.4,11380.8,1803.6,13359.0,3.0,23511.2,14185.2,36.2,32.0,32654.6,12144.0,18120.8,2389.4,14105.2,13195.0,0.2,132.0,37.0,27.0,4.0,280.2,17.0,5.2,18.6,3.2,1,1,1,1,0,1,1,2,1,1
319,0,2058,6.8,7.0,10.0,3.2,2.2,1.4,751.0,1.0,0.4,0.0,0.0,172414.4,58877.0,98107.0,15429.4,205.8,24560.2,11263.2,10934.4,2361.2,7347.2,2.0,29796.8,15450.8,41.8,24.8,29155.2,11834.8,15515.8,1803.4,13402.8,13351.6,0.2,147.8,53.2,29.8,7.8,284.6,16.2,5.4,14.6,7.2,0,0,0,0,1,0,1,0,4,1
320,1,1274,6.6,2.6,6.2,4.6,1.4,1.2,508.4,0.4,0.0,0.0,0.0,90092.8,38484.4,44254.0,7353.8,74.4,11543.2,4251.6,6230.4,1060.8,4701.2,1.4,10714.6,15547.2,20.4,17.2,14528.2,3218.0,10970.2,338.8,9536.0,8407.6,0.6,98.6,29.6,15.8,7.0,198.6,12.4,2.6,7.0,3.2,0,1,1,1,0,0,3,1,2,1
321,0,1274,2.6,6.6,2.8,0.8,0.8,0.6,344.8,0.0,0.0,0.0,0.0,69867.6,19408.0,39913.8,10545.4,49.4,8379.4,2873.0,5366.6,139.2,4139.2,2.0,8040.4,4120.0,11.0,12.4,16022.8,4717.2,10244.2,1060.4,7083.4,6765.0,0.0,84.4,20.2,13.2,1.4,95.4,11.2,2.2,6.0,1.2,1,0,0,0,1,1,0,0,1,1
322,1,1352,5.6,2.6,7.2,4.8,1.2,0.8,694.4,0.4,0.0,0.0,0.0,101291.4,41932.2,53323.4,6034.4,128.8,12882.4,4999.2,7007.0,875.8,3529.6,2.0,8833.0,11665.8,24.0,14.4,11069.0,2948.0,7903.2,217.2,9853.0,8457.0,0.2,112.2,32.8,18.4,5.2,177.2,13.2,4.0,11.2,2.8,0,1,1,1,1,1,1,1,3,1
323,0,1352,2.6,5.6,3.6,1.2,1.4,0.4,523.2,0.4,0.0,0.0,0.0,73149.4,31842.0,37044.8,4261.8,57.0,7057.0,2555.8,4283.2,217.2,3717.2,1.4,8871.8,5255.8,23.0,13.8,16281.6,5176.8,10228.2,875.6,7627.2,7210.0,0.0,99.6,18.4,11.8,1.6,259.2,11.2,3.4,9.0,3.6,1,0,0,0,0,0,0,0,0,0
324,1,1217,3.0,1.4,4.6,2.4,1.2,0.6,408.4,0.4,0.0,0.0,0.0,90966.4,29326.2,56198.0,5441.2,71.2,10918.8,4183.0,6233.4,502.2,2884.6,1.0,5717.4,5376.0,24.6,8.6,10065.2,2836.2,7003.4,224.8,7859.6,7362.0,0.0,100.6,34.8,19.0,7.8,107.8,11.8,4.8,10.0,4.4,0,0,0,0,0,0,0,0,2,0
325,0,1217,1.4,3.0,1.8,1.2,0.4,0.4,730.2,0.0,0.0,0.0,0.0,68047.4,27046.0,34807.2,6193.8,45.6,6499.8,2525.6,3749.2,224.8,5342.0,2.6,7428.8,6144.2,15.6,16.0,14452.8,4411.6,9538.0,502.2,6496.4,5957.0,0.0,100.4,18.8,10.4,2.2,185.2,10.6,2.6,8.0,2.8,1,1,0,0,1,1,0,0,1,2
326,1,1031,4.8,1.8,5.6,4.0,1.0,1.0,424.2,0.2,0.0,0.0,0.0,68269.8,25363.0,38470.8,4435.6,58.0,8080.0,4299.2,3490.8,289.8,3351.0,1.4,5072.0,8032.4,15.0,12.8,9934.0,1999.2,7591.4,342.2,7962.8,6763.6,0.4,68.4,28.0,9.6,9.8,179.6,10.6,1.6,5.8,1.2,0,1,1,0,1,1,2,0,2,1
327,0,1031,1.8,4.8,2.2,0.8,0.8,0.4,358.4,0.0,0.0,0.0,0.0,41998.0,13946.0,23271.2,4780.4,41.4,5296.0,1609.8,3343.4,342.6,1218.8,1.0,5310.8,2853.2,7.6,7.6,10629.2,4445.8,5892.6,289.6,5015.6,4490.0,0.0,58.0,13.6,6.8,4.8,137.2,8.2,1.8,4.0,0.4,1,0,0,0,0,0,0,0,0,0
